,informant_id,CONJ,IC,STR/SL,cause_effect,ANSWER,context
2545,1135,so,non,sl,eff,yes,bias
2546,1135,if,ic1,str,eff,yes,bias
2547,1135,if,ic1,sl,eff,no,bias
2548,1135,so,ic2,str,cau,no,bias
2549,1135,so,ic2,sl,cau,yes,bias
2550,1135,so,ic1,str,cau,no,bias
2551,1135,so,ic1,sl,cau,yes,bias
2552,1135,if,ic1,sl,eff,yes,bias
2553,1135,if,ic1,str,eff,no,bias
2554,1135,and,non,sl,,yes,bias
2555,1135,and,non,str,,no,bias
2556,1135,so,ic2,str,eff,no,bias
2557,1135,so,ic2,sl,eff,yes,bias
2558,1135,and,ic2,str,,yes,bias
2559,1135,and,ic2,sl,,no,bias
2560,1135,so,ic2,sl,cau,yes,bias
2561,1135,so,ic2,str,cau,no,bias
2562,1135,and,ic1,str,,no,bias
2563,1135,and,ic1,sl,,yes,bias
2564,1135,and,ic2,sl,,no,bias
2565,1135,and,ic2,str,,yes,bias
2566,1135,if,ic2,sl,eff,yes,bias
2567,1135,if,ic2,str,eff,no,bias
2568,1135,if,ic1,str,eff,no,bias
2569,1135,if,ic1,sl,eff,yes,bias
2570,1135,so,non,sl,cau,yes,bias
2571,1135,so,non,str,cau,no,bias
2572,1135,so,non,sl,eff,yes,bias
2573,1135,so,non,str,eff,no,bias
2574,1135,so,ic1,str,cau,yes,bias
2575,1135,so,ic1,sl,cau,no,bias
2576,1135,if,ic2,sl,eff,no,bias
2577,1135,if,ic2,str,eff,yes,bias
2578,1135,if,ic2,sl,eff,no,bias
2579,1135,if,ic2,str,eff,yes,bias
2580,1135,and,ic2,str,,no,bias
2581,1135,and,ic2,sl,,yes,bias
2582,1135,so,ic1,sl,cau,yes,bias
2583,1135,so,ic1,str,cau,no,bias
2584,1135,if,non,str,eff,yes,bias
2585,1135,if,non,sl,eff,no,bias
2586,1135,and,ic1,sl,,no,bias
2587,1135,and,ic1,str,,yes,bias
2588,1135,and,ic2,str,,yes,bias
2589,1135,and,ic2,sl,,no,bias
2590,1135,if,non,str,eff,yes,bias
2591,1135,if,non,sl,eff,no,bias
2592,1136,if,ic2,sl,eff,yes,bias
2593,1136,if,ic2,str,eff,no,bias
2594,1136,so,ic1,str,eff,yes,bias
2595,1136,so,ic1,sl,eff,no,bias
2596,1136,and,non,sl,,yes,bias
2597,1136,and,non,str,,no,bias
2598,1136,and,ic1,sl,,yes,bias
2599,1136,and,ic1,str,,no,bias
2600,1136,so,ic2,str,eff,no,bias
2601,1136,so,ic2,sl,eff,yes,bias
2602,1136,and,non,sl,,yes,bias
2603,1136,and,non,str,,no,bias
2604,1136,if,ic1,str,eff,no,bias
2605,1136,if,ic1,sl,eff,yes,bias
2606,1136,and,ic1,str,,no,bias
2607,1136,and,ic1,sl,,yes,bias
2608,1136,so,non,sl,cau,yes,bias
2609,1136,so,non,str,cau,no,bias
2610,1136,if,non,sl,eff,yes,bias
2611,1136,if,non,str,eff,no,bias
2612,1136,if,non,str,eff,no,bias
2613,1136,if,non,sl,eff,yes,bias
2614,1136,and,non,sl,,yes,bias
2615,1136,and,non,str,,no,bias
2616,1136,so,non,str,eff,no,bias
2617,1136,so,non,sl,eff,yes,bias
2618,1136,if,ic1,str,eff,no,bias
2619,1136,if,ic1,sl,eff,yes,bias
2620,1136,so,ic2,str,cau,no,bias
2621,1136,so,ic2,sl,cau,yes,bias
2622,1136,so,ic1,str,cau,no,bias
2623,1136,so,ic1,sl,cau,yes,bias
2624,1136,if,ic1,sl,eff,yes,bias
2625,1136,if,ic1,str,eff,no,bias
2626,1136,and,non,sl,,yes,bias
2627,1136,and,non,str,,no,bias
2628,1136,so,ic2,str,eff,no,bias
2629,1136,so,ic2,sl,eff,yes,bias
2630,1136,and,ic2,str,,no,bias
2631,1136,and,ic2,sl,,yes,bias
2632,1136,so,ic2,sl,cau,yes,bias
2633,1136,so,ic2,str,cau,no,bias
2634,1136,and,ic1,str,,yes,bias
2635,1136,and,ic1,sl,,no,bias
2636,1136,and,ic2,sl,,yes,bias
2637,1136,and,ic2,str,,no,bias
2638,1136,if,ic2,sl,eff,yes,bias
2639,1136,if,ic2,str,eff,no,bias
2640,1136,if,ic1,str,eff,no,bias
2641,1136,if,ic1,sl,eff,yes,bias
2642,1136,so,non,sl,cau,yes,bias
2643,1136,so,non,str,cau,no,bias
2644,1136,so,non,sl,eff,no,bias
2645,1136,so,non,str,eff,no,bias
2646,1136,so,ic1,str,cau,no,bias
2647,1136,so,ic1,sl,cau,yes,bias
2648,1136,if,ic2,sl,eff,yes,bias
2649,1136,if,ic2,str,eff,no,bias
2650,1136,if,ic2,sl,eff,yes,bias
2651,1136,if,ic2,str,eff,no,bias
2652,1136,and,ic2,str,,no,bias
2653,1136,and,ic2,sl,,yes,bias
2654,1136,so,ic1,sl,cau,yes,bias
2655,1136,so,ic1,str,cau,no,bias
2656,1136,if,non,str,eff,no,bias
2657,1136,if,non,sl,eff,yes,bias
2658,1136,and,ic1,sl,,no,bias
2659,1136,and,ic1,str,,no,bias
2660,1136,and,ic2,str,,no,bias
2661,1136,and,ic2,sl,,yes,bias
2662,1136,if,non,str,eff,no,bias
2663,1136,if,non,sl,eff,no,bias
2664,1137,if,ic2,sl,eff,yes,bias
2665,1137,if,ic2,str,eff,yes,bias
2666,1137,so,ic1,str,eff,yes,bias
2667,1137,so,ic1,sl,eff,yes,bias
2668,1137,and,non,sl,,yes,bias
2669,1137,and,non,str,,no,bias
2670,1137,and,ic1,sl,,yes,bias
2671,1137,and,ic1,str,,yes,bias
2672,1137,so,ic2,str,eff,yes,bias
2673,1137,so,ic2,sl,eff,yes,bias
2674,1137,and,non,sl,,yes,bias
2675,1137,and,non,str,,no,bias
2676,1137,if,ic1,str,eff,yes,bias
2677,1137,if,ic1,sl,eff,no,bias
2678,1137,and,ic1,str,,no,bias
2679,1137,and,ic1,sl,,yes,bias
2680,1137,so,non,sl,cau,yes,bias
2681,1137,so,non,str,cau,yes,bias
2682,1137,if,non,sl,eff,no,bias
2683,1137,if,non,str,eff,yes,bias
2684,1137,if,non,str,eff,yes,bias
2685,1137,if,non,sl,eff,no,bias
2686,1137,and,non,sl,,yes,bias
2687,1137,and,non,str,,yes,bias
2688,1137,so,non,str,eff,no,bias
2689,1137,so,non,sl,eff,yes,bias
2690,1137,if,ic1,str,eff,no,bias
2691,1137,if,ic1,sl,eff,yes,bias
2692,1137,so,ic2,str,cau,no,bias
2693,1137,so,ic2,sl,cau,yes,bias
2694,1137,so,ic1,str,cau,yes,bias
2695,1137,so,ic1,sl,cau,yes,bias
2696,1137,if,ic1,sl,eff,no,bias
2697,1137,if,ic1,str,eff,yes,bias
2698,1137,and,non,sl,,no,bias
2699,1137,and,non,str,,yes,bias
2700,1137,so,ic2,str,eff,yes,bias
2701,1137,so,ic2,sl,eff,no,bias
2702,1137,and,ic2,str,,yes,bias
2703,1137,and,ic2,sl,,yes,bias
2704,1137,so,ic2,sl,cau,no,bias
2705,1137,so,ic2,str,cau,yes,bias
2706,1137,and,ic1,str,,yes,bias
2707,1137,and,ic1,sl,,no,bias
2708,1137,and,ic2,sl,,yes,bias
2709,1137,and,ic2,str,,yes,bias
2710,1137,if,ic2,sl,eff,yes,bias
2711,1137,if,ic2,str,eff,yes,bias
2712,1137,if,ic1,str,eff,no,bias
2713,1137,if,ic1,sl,eff,yes,bias
2714,1137,so,non,sl,cau,yes,bias
2715,1137,so,non,str,cau,no,bias
2716,1137,so,non,sl,eff,yes,bias
2717,1137,so,non,str,eff,no,bias
2718,1137,so,ic1,str,cau,yes,bias
2719,1137,so,ic1,sl,cau,no,bias
2720,1137,if,ic2,sl,eff,no,bias
2721,1137,if,ic2,str,eff,yes,bias
2722,1137,if,ic2,sl,eff,yes,bias
2723,1137,if,ic2,str,eff,yes,bias
2724,1137,and,ic2,str,,no,bias
2725,1137,and,ic2,sl,,yes,bias
2726,1137,so,ic1,sl,cau,no,bias
2727,1137,so,ic1,str,cau,yes,bias
2728,1137,if,non,str,eff,yes,bias
2729,1137,if,non,sl,eff,yes,bias
2730,1137,and,ic1,sl,,no,bias
2731,1137,and,ic1,str,,yes,bias
2732,1137,and,ic2,str,,yes,bias
2733,1137,and,ic2,sl,,no,bias
2734,1137,if,non,str,eff,yes,bias
2735,1137,if,non,sl,eff,no,bias
2736,1138,if,ic2,sl,eff,yes,bias
2737,1138,if,ic2,str,eff,no,bias
2738,1138,so,ic1,str,eff,no,bias
2739,1138,so,ic1,sl,eff,yes,bias
2740,1138,and,non,sl,,yes,bias
2741,1138,and,non,str,,no,bias
2742,1138,and,ic1,sl,,no,bias
2743,1138,and,ic1,str,,yes,bias
2744,1138,so,ic2,str,eff,no,bias
2745,1138,so,ic2,sl,eff,yes,bias
2746,1138,and,non,sl,,no,bias
2747,1138,and,non,str,,no,bias
2748,1138,if,ic1,str,eff,no,bias
2749,1138,if,ic1,sl,eff,yes,bias
2750,1138,and,ic1,str,,no,bias
2751,1138,and,ic1,sl,,yes,bias
2752,1138,so,non,sl,cau,no,bias
2753,1138,so,non,str,cau,yes,bias
2754,1138,if,non,sl,eff,yes,bias
2755,1138,if,non,str,eff,no,bias
2756,1138,if,non,str,eff,no,bias
2757,1138,if,non,sl,eff,no,bias
2758,1138,and,non,sl,,yes,bias
2759,1138,and,non,str,,no,bias
2760,1138,so,non,str,eff,no,bias
2761,1138,so,non,sl,eff,yes,bias
2762,1138,if,ic1,str,eff,no,bias
2763,1138,if,ic1,sl,eff,yes,bias
2764,1138,so,ic2,str,cau,no,bias
2765,1138,so,ic2,sl,cau,yes,bias
2766,1138,so,ic1,str,cau,no,bias
2767,1138,so,ic1,sl,cau,no,bias
2768,1138,if,ic1,sl,eff,yes,bias
2769,1138,if,ic1,str,eff,no,bias
2770,1138,and,non,sl,,yes,bias
2771,1138,and,non,str,,no,bias
2772,1138,so,ic2,str,eff,no,bias
2773,1138,so,ic2,sl,eff,yes,bias
2774,1138,and,ic2,str,,no,bias
2775,1138,and,ic2,sl,,yes,bias
2776,1138,so,ic2,sl,cau,yes,bias
2777,1138,so,ic2,str,cau,no,bias
2778,1138,and,ic1,str,,no,bias
2779,1138,and,ic1,sl,,yes,bias
2780,1138,and,ic2,sl,,no,bias
2781,1138,and,ic2,str,,yes,bias
2782,1138,if,ic2,sl,eff,yes,bias
2783,1138,if,ic2,str,eff,yes,bias
2784,1138,if,ic1,str,eff,no,bias
2785,1138,if,ic1,sl,eff,yes,bias
2786,1138,so,non,sl,cau,yes,bias
2787,1138,so,non,str,cau,no,bias
2788,1138,so,non,sl,eff,no,bias
2789,1138,so,non,str,eff,no,bias
2790,1138,so,ic1,str,cau,no,bias
2791,1138,so,ic1,sl,cau,yes,bias
2792,1138,if,ic2,sl,eff,no,bias
2793,1138,if,ic2,str,eff,yes,bias
2794,1138,if,ic2,sl,eff,no,bias
2795,1138,if,ic2,str,eff,yes,bias
2796,1138,and,ic2,str,,yes,bias
2797,1138,and,ic2,sl,,yes,bias
2798,1138,so,ic1,sl,cau,yes,bias
2799,1138,so,ic1,str,cau,no,bias
2800,1138,if,non,str,eff,yes,bias
2801,1138,if,non,sl,eff,yes,bias
2802,1138,and,ic1,sl,,no,bias
2803,1138,and,ic1,str,,yes,bias
2804,1138,and,ic2,str,,yes,bias
2805,1138,and,ic2,sl,,no,bias
2806,1138,if,non,str,eff,yes,bias
2807,1138,if,non,sl,eff,no,bias
2808,301,if,ic2,sl,eff,yes,bias
2809,301,if,ic2,str,eff,no,bias
2810,301,so,ic1,str,eff,no,bias
2811,301,so,ic1,sl,eff,yes,bias
2812,301,and,non,sl,,yes,bias
2813,301,and,non,str,,no,bias
2814,301,and,ic1,sl,,yes,bias
2815,301,and,ic1,str,,no,bias
2816,301,so,ic2,str,eff,no,bias
2817,301,so,ic2,sl,eff,yes,bias
2818,301,and,non,sl,,yes,bias
2819,301,and,non,str,,no,bias
2820,301,if,ic1,str,eff,no,bias
2821,301,if,ic1,sl,eff,yes,bias
2822,301,and,ic1,str,,no,bias
2823,301,and,ic1,sl,,yes,bias
2824,301,so,non,sl,cau,no,bias
2825,301,so,non,str,cau,yes,bias
2826,301,if,non,sl,eff,yes,bias
2827,301,if,non,str,eff,no,bias
2828,301,if,non,str,eff,no,bias
2829,301,if,non,sl,eff,yes,bias
2830,301,and,non,sl,,yes,bias
2831,301,and,non,str,,no,bias
2832,301,so,non,str,eff,no,bias
2833,301,so,non,sl,eff,yes,bias
2834,301,if,ic1,str,eff,yes,bias
2835,301,if,ic1,sl,eff,yes,bias
2836,301,so,ic2,str,cau,no,bias
2837,301,so,ic2,sl,cau,yes,bias
2838,301,so,ic1,str,cau,no,bias
2839,301,so,ic1,sl,cau,yes,bias
2840,301,if,ic1,sl,eff,yes,bias
2841,301,if,ic1,str,eff,no,bias
2842,301,and,non,sl,,yes,bias
2843,301,and,non,str,,no,bias
2844,301,so,ic2,str,eff,no,bias
2845,301,so,ic2,sl,eff,yes,bias
2846,301,and,ic2,str,,no,bias
2847,301,and,ic2,sl,,yes,bias
2848,301,so,ic2,sl,cau,yes,bias
2849,301,so,ic2,str,cau,no,bias
2850,301,and,ic1,str,,no,bias
2851,301,and,ic1,sl,,yes,bias
2852,301,and,ic2,sl,,yes,bias
2853,301,and,ic2,str,,no,bias
2854,301,if,ic2,sl,eff,yes,bias
2855,301,if,ic2,str,eff,no,bias
2856,301,if,ic1,str,eff,no,bias
2857,301,if,ic1,sl,eff,yes,bias
2858,301,so,non,sl,cau,yes,bias
2859,301,so,non,str,cau,no,bias
2860,301,so,non,sl,eff,yes,bias
2861,301,so,non,str,eff,no,bias
2862,301,so,ic1,str,cau,no,bias
2863,301,so,ic1,sl,cau,yes,bias
2864,301,if,ic2,sl,eff,yes,bias
2865,301,if,ic2,str,eff,no,bias
2866,301,if,ic2,sl,eff,yes,bias
2867,301,if,ic2,str,eff,no,bias
2868,301,and,ic2,str,,no,bias
2869,301,and,ic2,sl,,yes,bias
2870,301,so,ic1,sl,cau,yes,bias
2871,301,so,ic1,str,cau,no,bias
2872,301,if,non,str,eff,no,bias
2873,301,if,non,sl,eff,yes,bias
2874,301,and,ic1,sl,,yes,bias
2875,301,and,ic1,str,,no,bias
2876,301,and,ic2,str,,no,bias
2877,301,and,ic2,sl,,yes,bias
2878,301,if,non,str,eff,yes,bias
2879,301,if,non,sl,eff,yes,bias
2880,302,if,ic2,sl,eff,no,bias
2881,302,if,ic2,str,eff,yes,bias
2882,302,so,ic1,str,eff,no,bias
2883,302,so,ic1,sl,eff,yes,bias
2884,302,and,non,sl,,yes,bias
2885,302,and,non,str,,no,bias
2886,302,and,ic1,sl,,yes,bias
2887,302,and,ic1,str,,no,bias
2888,302,so,ic2,str,eff,yes,bias
2889,302,so,ic2,sl,eff,no,bias
2890,302,and,non,sl,,no,bias
2891,302,and,non,str,,yes,bias
2892,302,if,ic1,str,eff,yes,bias
2893,302,if,ic1,sl,eff,no,bias
2894,302,and,ic1,str,,no,bias
2895,302,and,ic1,sl,,yes,bias
2896,302,so,non,sl,cau,no,bias
2897,302,so,non,str,cau,yes,bias
2898,302,if,non,sl,eff,yes,bias
2899,302,if,non,str,eff,no,bias
2900,302,if,non,str,eff,yes,bias
2901,302,if,non,sl,eff,no,bias
2902,302,and,non,sl,,no,bias
2903,302,and,non,str,,yes,bias
2904,302,so,non,str,eff,no,bias
2905,302,so,non,sl,eff,yes,bias
2906,302,if,ic1,str,eff,yes,bias
2907,302,if,ic1,sl,eff,no,bias
2908,302,so,ic2,str,cau,yes,bias
2909,302,so,ic2,sl,cau,no,bias
2910,302,so,ic1,str,cau,yes,bias
2911,302,so,ic1,sl,cau,no,bias
2912,302,if,ic1,sl,eff,yes,bias
2913,302,if,ic1,str,eff,no,bias
2914,302,and,non,sl,,yes,bias
2915,302,and,non,str,,no,bias
2916,302,so,ic2,str,eff,yes,bias
2917,302,so,ic2,sl,eff,no,bias
2918,302,and,ic2,str,,no,bias
2919,302,and,ic2,sl,,yes,bias
2920,302,so,ic2,sl,cau,no,bias
2921,302,so,ic2,str,cau,yes,bias
2922,302,and,ic1,str,,no,bias
2923,302,and,ic1,sl,,yes,bias
2924,302,and,ic2,sl,,yes,bias
2925,302,and,ic2,str,,no,bias
2926,302,if,ic2,sl,eff,yes,bias
2927,302,if,ic2,str,eff,no,bias
2928,302,if,ic1,str,eff,yes,bias
2929,302,if,ic1,sl,eff,no,bias
2930,302,so,non,sl,cau,yes,bias
2931,302,so,non,str,cau,no,bias
2932,302,so,non,sl,eff,no,bias
2933,302,so,non,str,eff,yes,bias
2934,302,so,ic1,str,cau,yes,bias
2935,302,so,ic1,sl,cau,no,bias
2936,302,if,ic2,sl,eff,yes,bias
2937,302,if,ic2,str,eff,no,bias
2938,302,if,ic2,sl,eff,yes,bias
2939,302,if,ic2,str,eff,no,bias
2940,302,and,ic2,str,,no,bias
2941,302,and,ic2,sl,,yes,bias
2942,302,so,ic1,sl,cau,yes,bias
2943,302,so,ic1,str,cau,no,bias
2944,302,if,non,str,eff,yes,bias
2945,302,if,non,sl,eff,no,bias
2946,302,and,ic1,sl,,yes,bias
2947,302,and,ic1,str,,no,bias
2948,302,and,ic2,str,,no,bias
2949,302,and,ic2,sl,,yes,bias
2950,302,if,non,str,eff,yes,bias
2951,302,if,non,sl,eff,no,bias
2952,303,if,ic2,sl,eff,yes,bias
2953,303,if,ic2,str,eff,no,bias
2954,303,so,ic1,str,eff,yes,bias
2955,303,so,ic1,sl,eff,no,bias
2956,303,and,non,sl,,yes,bias
2957,303,and,non,str,,no,bias
2958,303,and,ic1,sl,,yes,bias
2959,303,and,ic1,str,,no,bias
2960,303,so,ic2,str,eff,no,bias
2961,303,so,ic2,sl,eff,yes,bias
2962,303,and,non,sl,,no,bias
2963,303,and,non,str,,yes,bias
2964,303,if,ic1,str,eff,yes,bias
2965,303,if,ic1,sl,eff,no,bias
2966,303,and,ic1,str,,no,bias
2967,303,and,ic1,sl,,yes,bias
2968,303,so,non,sl,cau,yes,bias
2969,303,so,non,str,cau,no,bias
2970,303,if,non,sl,eff,yes,bias
2971,303,if,non,str,eff,no,bias
2972,303,if,non,str,eff,no,bias
2973,303,if,non,sl,eff,yes,bias
2974,303,and,non,sl,,yes,bias
2975,303,and,non,str,,no,bias
2976,303,so,non,str,eff,yes,bias
2977,303,so,non,sl,eff,no,bias
2978,303,if,ic1,str,eff,yes,bias
2979,303,if,ic1,sl,eff,no,bias
2980,303,so,ic2,str,cau,yes,bias
2981,303,so,ic2,sl,cau,no,bias
2982,303,so,ic1,str,cau,no,bias
2983,303,so,ic1,sl,cau,yes,bias
2984,303,if,ic1,sl,eff,yes,bias
2985,303,if,ic1,str,eff,no,bias
2986,303,and,non,sl,,no,bias
2987,303,and,non,str,,yes,bias
2988,303,so,ic2,str,eff,no,bias
2989,303,so,ic2,sl,eff,yes,bias
2990,303,and,ic2,str,,no,bias
2991,303,and,ic2,sl,,yes,bias
2992,303,so,ic2,sl,cau,no,bias
2993,303,so,ic2,str,cau,yes,bias
2994,303,and,ic1,str,,no,bias
2995,303,and,ic1,sl,,yes,bias
2996,303,and,ic2,sl,,yes,bias
2997,303,and,ic2,str,,no,bias
2998,303,if,ic2,sl,eff,yes,bias
2999,303,if,ic2,str,eff,no,bias
3000,303,if,ic1,str,eff,no,bias
3001,303,if,ic1,sl,eff,yes,bias
3002,303,so,non,sl,cau,yes,bias
3003,303,so,non,str,cau,no,bias
3004,303,so,non,sl,eff,yes,bias
3005,303,so,non,str,eff,no,bias
3006,303,so,ic1,str,cau,yes,bias
3007,303,so,ic1,sl,cau,no,bias
3008,303,if,ic2,sl,eff,no,bias
3009,303,if,ic2,str,eff,yes,bias
3010,303,if,ic2,sl,eff,yes,bias
3011,303,if,ic2,str,eff,no,bias
3012,303,and,ic2,str,,no,bias
3013,303,and,ic2,sl,,yes,bias
3014,303,so,ic1,sl,cau,no,bias
3015,303,so,ic1,str,cau,yes,bias
3016,303,if,non,str,eff,yes,bias
3017,303,if,non,sl,eff,no,bias
3018,303,and,ic1,sl,,yes,bias
3019,303,and,ic1,str,,no,bias
3020,303,and,ic2,str,,no,bias
3021,303,and,ic2,sl,,yes,bias
3022,303,if,non,str,eff,yes,bias
3023,303,if,non,sl,eff,no,bias
3024,304,if,ic2,sl,eff,yes,bias
3025,304,if,ic2,str,eff,no,bias
3026,304,so,ic1,str,eff,yes,bias
3027,304,so,ic1,sl,eff,yes,bias
3028,304,and,non,sl,,yes,bias
3029,304,and,non,str,,no,bias
3030,304,and,ic1,sl,,no,bias
3031,304,and,ic1,str,,yes,bias
3032,304,so,ic2,str,eff,yes,bias
3033,304,so,ic2,sl,eff,yes,bias
3034,304,and,non,sl,,yes,bias
3035,304,and,non,str,,yes,bias
3036,304,if,ic1,str,eff,yes,bias
3037,304,if,ic1,sl,eff,no,bias
3038,304,and,ic1,str,,no,bias
3039,304,and,ic1,sl,,yes,bias
3040,304,so,non,sl,cau,yes,bias
3041,304,so,non,str,cau,no,bias
3042,304,if,non,sl,eff,yes,bias
3043,304,if,non,str,eff,no,bias
3044,304,if,non,str,eff,no,bias
3045,304,if,non,sl,eff,yes,bias
3046,304,and,non,sl,,yes,bias
3047,304,and,non,str,,no,bias
3048,304,so,non,str,eff,no,bias
3049,304,so,non,sl,eff,yes,bias
3050,304,if,ic1,str,eff,no,bias
3051,304,if,ic1,sl,eff,yes,bias
3052,304,so,ic2,str,cau,yes,bias
3053,304,so,ic2,sl,cau,no,bias
3054,304,so,ic1,str,cau,no,bias
3055,304,so,ic1,sl,cau,yes,bias
3056,304,if,ic1,sl,eff,no,bias
3057,304,if,ic1,str,eff,yes,bias
3058,304,and,non,sl,,yes,bias
3059,304,and,non,str,,yes,bias
3060,304,so,ic2,str,eff,no,bias
3061,304,so,ic2,sl,eff,yes,bias
3062,304,and,ic2,str,,yes,bias
3063,304,and,ic2,sl,,no,bias
3064,304,so,ic2,sl,cau,no,bias
3065,304,so,ic2,str,cau,yes,bias
3066,304,and,ic1,str,,yes,bias
3067,304,and,ic1,sl,,no,bias
3068,304,and,ic2,sl,,yes,bias
3069,304,and,ic2,str,,no,bias
3070,304,if,ic2,sl,eff,yes,bias
3071,304,if,ic2,str,eff,yes,bias
3072,304,if,ic1,str,eff,no,bias
3073,304,if,ic1,sl,eff,yes,bias
3074,304,so,non,sl,cau,no,bias
3075,304,so,non,str,cau,yes,bias
3076,304,so,non,sl,eff,yes,bias
3077,304,so,non,str,eff,no,bias
3078,304,so,ic1,str,cau,yes,bias
3079,304,so,ic1,sl,cau,no,bias
3080,304,if,ic2,sl,eff,no,bias
3081,304,if,ic2,str,eff,yes,bias
3082,304,if,ic2,sl,eff,yes,bias
3083,304,if,ic2,str,eff,no,bias
3084,304,and,ic2,str,,yes,bias
3085,304,and,ic2,sl,,yes,bias
3086,304,so,ic1,sl,cau,no,bias
3087,304,so,ic1,str,cau,yes,bias
3088,304,if,non,str,eff,no,bias
3089,304,if,non,sl,eff,yes,bias
3090,304,and,ic1,sl,,yes,bias
3091,304,and,ic1,str,,yes,bias
3092,304,and,ic2,str,,yes,bias
3093,304,and,ic2,sl,,no,bias
3094,304,if,non,str,eff,yes,bias
3095,304,if,non,sl,eff,no,bias
